Sender 2: waiting to receive ACKS from D2...
The time out time is 380.000000 , Current time: 1367722713
The time out time is 615.609696 , Current time: 1367722752
The time out time is 613.823432 , Current time: 1367722752
The time out time is 345.070984 , Current time: 1367722752
The time out time is 143.719637 , Current time: 1367722752
The time out time is 65.173896 , Current time: 1367722752
The time out time is 164.417722 , Current time: 1367722752
The time out time is 102.651212 , Current time: 1367722752
The time out time is 71.949901 , Current time: 1367722752
The time out time is 34.398362 , Current time: 1367722752
The time out time is 5368762.619701 , Current time: 1367722753
The time out time is 2281729.719939 , Current time: 1367722753
The time out time is 687884.688112 , Current time: 1367722753
The time out time is 186720.360544 , Current time: 1367722753
The time out time is 48552.644950 , Current time: 1367722753
The time out time is 12387.511839 , Current time: 1367722753
The time out time is 3143.984285 , Current time: 1367722753
The time out time is 806.196862 , Current time: 1367722753
The time out time is 331.261814 , Current time: 1367722753
The time out time is 180.092028 , Current time: 1367722753
The time out time is 116.401329 , Current time: 1367722753
The time out time is 112.522622 , Current time: 1367722753
The time out time is 100.089692 , Current time: 1367722753
The time out time is 234.673553 , Current time: 1367722753
The time out time is 203.156029 , Current time: 1367722753
The time out time is 199.006212 , Current time: 1367722753
The time out time is 196.684954 , Current time: 1367722753
The time out time is 210.537914 , Current time: 1367722753
The time out time is 213.961563 , Current time: 1367722753
The time out time is 224.968776 , Current time: 1367722753
The time out time is 268.895742 , Current time: 1367722753
The time out time is 295.336879 , Current time: 1367722753
The time out time is 307.817088 , Current time: 1367722753
The time out time is 312.983380 , Current time: 1367722753
The time out time is 296.030734 , Current time: 1367722753
The time out time is 294.293294 , Current time: 1367722753
The time out time is 318.640275 , Current time: 1367722753
The time out time is 336.262188 , Current time: 1367722753
The time out time is 353.484562 , Current time: 1367722753
The time out time is 371.423517 , Current time: 1367722753
The time out time is 376.799926 , Current time: 1367722753
The time out time is 362.599237 , Current time: 1367722753
The time out time is 382.980966 , Current time: 1367722753
The time out time is 397.849136 , Current time: 1367722753
The time out time is 397.225271 , Current time: 1367722753
The time out time is 394.651691 , Current time: 1367722753
The time out time is 439.393594 , Current time: 1367722753
The time out time is 445.314733 , Current time: 1367722753
The time out time is 5369215.793225 , Current time: 1367722754
The time out time is 4831843.787624 , Current time: 1367722754
The time out time is 4462891.614321 , Current time: 1367722754
The time out time is 2187416.143257 , Current time: 1367722754
The time out time is 680822.003274 , Current time: 1367722754
The time out time is 186967.840501 , Current time: 1367722754
The time out time is 48850.440086 , Current time: 1367722754
The time out time is 12484.420016 , Current time: 1367722754
The time out time is 3162.268753 , Current time: 1367722754
The time out time is 808.243907 , Current time: 1367722754
The time out time is 220.301817 , Current time: 1367722754
The time out time is 95.730559 , Current time: 1367722754
The time out time is 54.733278 , Current time: 1367722754
The time out time is 45.314649 , Current time: 1367722754
The time out time is 55.470079 , Current time: 1367722754
The time out time is 93.791447 , Current time: 1367722754
The time out time is 73.219603 , Current time: 1367722754
The time out time is 64.182618 , Current time: 1367722754
The time out time is 58.092869 , Current time: 1367722754
The time out time is 56.310369 , Current time: 1367722754
The time out time is 79.550986 , Current time: 1367722754
The time out time is 116.321921 , Current time: 1367722754
The time out time is 109.853502 , Current time: 1367722754
The time out time is 83.403753 , Current time: 1367722754
The time out time is 65.280986 , Current time: 1367722754
The time out time is 50.905252 , Current time: 1367722754
The time out time is 47.580689 , Current time: 1367722754
The time out time is 29.189469 , Current time: 1367722754
The time out time is 25.834154 , Current time: 1367722754
The time out time is 44.525637 , Current time: 1367722754
The time out time is 42.264797 , Current time: 1367722754
The time out time is 43.989123 , Current time: 1367722754
The time out time is 75.800146 , Current time: 1367722754
The time out time is 65.737895 , Current time: 1367722754
The time out time is 51.251706 , Current time: 1367722754
The time out time is 50.102581 , Current time: 1367722754
The time out time is 45.843102 , Current time: 1367722754
The time out time is 40.281708 , Current time: 1367722754
The time out time is 27.673043 , Current time: 1367722754
The time out time is 19.681088 , Current time: 1367722754
The time out time is 29.203125 , Current time: 1367722754
The time out time is 42.929888 , Current time: 1367722754
The time out time is 41.717360 , Current time: 1367722754
The time out time is 41.208701 , Current time: 1367722754
The time out time is 40.180845 , Current time: 1367722754
The time out time is 40.030045 , Current time: 1367722754
The time out time is 36.505616 , Current time: 1367722754
The time out time is 43.063667 , Current time: 1367722754
The time out time is 43.008075 , Current time: 1367722754
The time out time is 49.126038 , Current time: 1367722754
The time out time is 79.890762 , Current time: 1367722754
The time out time is 62.611347 , Current time: 1367722754
The time out time is 52.607669 , Current time: 1367722754
The time out time is 48.833771 , Current time: 1367722754
The time out time is 44.168675 , Current time: 1367722754
The time out time is 96.162198 , Current time: 1367722754
The time out time is 77.868053 , Current time: 1367722754
The time out time is 71.476701 , Current time: 1367722754
The time out time is 68.557886 , Current time: 1367722754
The time out time is 93.350560 , Current time: 1367722754
The time out time is 46.801526 , Current time: 1367722754
The time out time is 19.414617 , Current time: 1367722754
The time out time is 38.286684 , Current time: 1367722754
The time out time is 45.532050 , Current time: 1367722754
The time out time is 40.440560 , Current time: 1367722754
The time out time is 36.711083 , Current time: 1367722754
The time out time is 37.002889 , Current time: 1367722754
The time out time is 41.385112 , Current time: 1367722754
The time out time is 42.800577 , Current time: 1367722754
The time out time is 35.975682 , Current time: 1367722754
The time out time is 5368760.372113 , Current time: 1367722755
The time out time is 4831894.171552 , Current time: 1367722755
The time out time is 4462802.646454 , Current time: 1367722755
The time out time is 4341175.862059 , Current time: 1367722755
The time out time is 4307111.053070 , Current time: 1367722755
The time out time is 4298120.617962 , Current time: 1367722755
The time out time is 2148295.105077 , Current time: 1367722755
The time out time is 671303.926343 , Current time: 1367722755
The time out time is 184612.562845 , Current time: 1367722755
The time out time is 48262.932119 , Current time: 1367722755
The time out time is 12336.769456 , Current time: 1367722755
The time out time is 3123.134417 , Current time: 1367722755
The time out time is 794.963861 , Current time: 1367722755
The time out time is 212.763497 , Current time: 1367722755
The time out time is 71.787441 , Current time: 1367722755
The time out time is 32.521431 , Current time: 1367722755
The time out time is 33.952179 , Current time: 1367722755
The time out time is 35.622022 , Current time: 1367722755
The time out time is 28.266003 , Current time: 1367722755
The time out time is 28.080313 , Current time: 1367722755
The time out time is 33.271805 , Current time: 1367722755
The time out time is 36.536917 , Current time: 1367722755
The time out time is 28.567850 , Current time: 1367722755
The time out time is 49.321165 , Current time: 1367722755
The time out time is 37.633942 , Current time: 1367722755
The time out time is 47.290192 , Current time: 1367722755
The time out time is 58.339011 , Current time: 1367722755
The time out time is 78.524311 , Current time: 1367722755
The time out time is 74.561022 , Current time: 1367722755
The time out time is 66.787749 , Current time: 1367722755
The time out time is 63.027874 , Current time: 1367722755
The time out time is 74.860836 , Current time: 1367722755
The time out time is 67.509442 , Current time: 1367722755
The time out time is 108.039140 , Current time: 1367722755
The time out time is 94.155007 , Current time: 1367722755
The time out time is 73.150655 , Current time: 1367722755
The time out time is 89.957902 , Current time: 1367722755
The time out time is 74.823255 , Current time: 1367722755
The time out time is 57.497536 , Current time: 1367722755
The time out time is 61.348349 , Current time: 1367722755
The time out time is 68.240083 , Current time: 1367722755
The time out time is 54.079145 , Current time: 1367722755
The time out time is 47.522177 , Current time: 1367722755
The time out time is 43.693343 , Current time: 1367722755
The time out time is 54.868686 , Current time: 1367722755
The time out time is 36.366590 , Current time: 1367722755
The time out time is 24.516575 , Current time: 1367722755
The time out time is 19.494760 , Current time: 1367722755
The time out time is 16.606892 , Current time: 1367722755
The time out time is 52.243373 , Current time: 1367722755
The time out time is 40.041050 , Current time: 1367722755
The time out time is 28.789038 , Current time: 1367722755
The time out time is 23.669607 , Current time: 1367722755
The time out time is 17.163945 , Current time: 1367722755
The time out time is 27.071804 , Current time: 1367722755
The time out time is 23.896803 , Current time: 1367722755
The time out time is 26.709057 , Current time: 1367722755
The time out time is 50.487871 , Current time: 1367722755
The time out time is 42.067044 , Current time: 1367722755
The time out time is 47.447395 , Current time: 1367722755
The time out time is 48.853178 , Current time: 1367722755
The time out time is 145.118461 , Current time: 1367722755
The time out time is 130.892761 , Current time: 1367722755
The time out time is 113.331083 , Current time: 1367722755
The time out time is 101.752508 , Current time: 1367722755
The time out time is 95.209344 , Current time: 1367722755
The time out time is 88.961238 , Current time: 1367722755
The time out time is 85.510172 , Current time: 1367722755
The time out time is 58.942526 , Current time: 1367722755
The time out time is 37.118754 , Current time: 1367722755
The time out time is 27.733829 , Current time: 1367722755
The time out time is 17.646475 , Current time: 1367722755
The time out time is 18.781996 , Current time: 1367722755
The time out time is 32.679296 , Current time: 1367722755
The time out time is 23.261549 , Current time: 1367722755
The time out time is 41.764353 , Current time: 1367722755
The time out time is 39.340959 , Current time: 1367722755
The time out time is 36.635224 , Current time: 1367722755
The time out time is 101.383804 , Current time: 1367722755
The time out time is 82.311576 , Current time: 1367722755
The time out time is 78.229847 , Current time: 1367722755
The time out time is 68.045206 , Current time: 1367722755
The time out time is 41.416019 , Current time: 1367722755
The time out time is 28.154595 , Current time: 1367722756
The time out time is 21.013722 , Current time: 1367722756
The time out time is 18.875315 , Current time: 1367722756
The time out time is 13.859064 , Current time: 1367722756
The time out time is 10.513545 , Current time: 1367722756
The time out time is 15.321984 , Current time: 1367722756
The time out time is 12.417196 , Current time: 1367722756
The time out time is 7.677636
